uniq_tow,Survey,Season,Year,Tow_Number,Region,Depth_Stra,Grid,Start_Lati,Start_Long,End_Latitu,End_Longit,Start_Date,Tow_Time,Start_Dept,End_Depth_,Tow_Type,Tow_Length,Bottom_Wat,Bottom_Sal,Surface_Wa,Surface_Sa,Stratum,Common_Nam,Number_Cau,Weight_kg,Subsample_,Subsample1,Male_Wt_kg,Female_Wt_,Expanded_C,Expanded_W,bathy_depth,habitat,Sed_type,fvcom_surf_temp_c,fvcom_bot_temp_c
SP02_7,SP02,Spring,2002,7,1,3,424,43.001199999999997,-70.4813,43.011800000000001,-70.4691,2002-05-07T14:20:00Z,0:21,49.799999999999997,49.799999999999997,R,0.86,5.000000000000000,32.549999999999997,8.199999999999999,30.739999999999998,3,Lobster American,1,0.28,0,0,0.28,0,0.952380952,0.266666667,-92.6399994,flat,mud,7.652425314908269,6.441390074704060
SP02_8,SP02,Spring,2002,8,1,3,396,43.035100000000000,-70.4575,43.045400000000001,-70.4447,2002-05-07T16:07:00Z,0:20,51.000000000000000,50.000000000000000,R,0.88,5.000000000000000,32.560000000000002,7.600000000000000,30.770000000000000,3,Lobster American,2,0.74,0,0,0,0.74,2.000000000000000,0.74,-95.4800034,flat,mud,7.652425314908269,6.441390074704060
FL02_7,FL02,Fall,2002,7,1,3,382,43.055199999999999,-70.4362,43.042670000000001,-70.44977,2002-10-15T11:43:00Z,0:20,49.399999999999999,50.500000000000000,R,0.97,9.199999999999999,32.990000000000002,13.800000000000001,32.369999999999997,3,Lobster American,9,4.780000000000000,0,0,2.260000000000000,2.520000000000000,9.000000000000000,4.780000000000000,-91.3799973,flat,mud,13.897027665234900,10.839005890505705
FL02_8,FL02,Fall,2002,8,1,3,355,43.091670000000001,-70.39557,43.080849999999998,-70.40548,2002-10-15T13:20:00Z,0:21,49.299999999999997,49.000000000000000,R,0.79,9.199999999999999,33.000000000000000,14.100000000000000,32.350000000000001,3,Lobster American,2,0.6,0,0,0.28,0.32,1.904761904760000,0.571428571,-92.2200012,flat,sand,13.897027665234900,10.839005890505705
SP03_8,SP03,Spring,2003,8,1,3,352,43.075650000000003,-70.4632,43.084130000000002,-70.4514,2003-05-06T13:25:00Z,0:20,44.000000000000000,46.000000000000000,R,0.79,3.400000000000000,32.450000000000003,6.700000000000000,30.600000000000001,3,Lobster American,3,1.120000000000000,0,0,0.4,0.72,3.000000000000000,1.120000000000000,-80.1600037,flat,mud,6.706623859503717,4.343587274104316
SP03_9,SP03,Spring,2003,9,1,2,392,43.033320000000003,-70.5593,43.023170000000000,-70.56037,2003-05-06T15:42:00Z,0:17,34.399999999999999,30.800000000000001,,0.62,3.500000000000000,32.329999999999998,6.600000000000000,30.660000000000000,2,Lobster American,19,6.550000000000000,0,0,2.910000000000000,3.640000000000000,22.352941176500000,7.705882352940000,-62.6650009,flat,sand,6.706623859503717,4.343587274104316
FL03_9,FL03,Fall,2003,9,1,3,342,43.088999999999999,-70.40683,43.097670000000001,-70.39583,2003-10-14T12:08:00Z,0:20,48.700000000000003,50.000000000000000,R,0.71,9.199999999999999,32.859999999999999,10.100000000000000,0,3,Lobster American,4,2.240000000000000,0,0,2.240000000000000,0,4.000000000000000,2.240000000000000,-89.8399963,flat,sand,12.855905931751062,9.643863280865133
SP04_8,SP04,Spring,2004,8,1,3,367,43.064680000000003,-70.45453,43.056870000000004,-70.44253,2004-05-05T10:38:00Z,0:20,47.000000000000000,49.700000000000003,R,0.72,2.900000000000000,32.630000000000003,6.100000000000000,31.699999999999999,3,Lobster American,2,0.76,0,0,0.76,0,2.000000000000000,0.76,-84.4000015,flat,sand,6.999285065131764,3.678981734130800
FL04_5,FL04,Fall,2004,5,1,2,407,43.018830000000001,-70.54583,43.030830000000002,-70.54567,2004-10-13T07:58:00Z,0:19,32.399999999999999,30.600000000000001,R,0.79,8.500000000000000,32.329999999999998,13.699999999999999,31.410000000000000,2,Lobster American,31,10.520000000000000,0,0,8.779999999999999,1.740000000000000,32.631578947400001,11.073684210500000,-68.5524979,flat,sand,13.284013880711637,8.997081272210071
FL04_7,FL04,Fall,2004,7,1,3,381,43.049669999999999,-70.457,43.038499999999999,-70.46667,2004-10-13T11:52:00Z,0:20,49.299999999999997,50.500000000000000,R,0.81,6.700000000000000,32.530000000000001,13.699999999999999,31.440000000000001,3,Lobster American,9,3.360000000000000,0,0,3.360000000000000,0,9.000000000000000,3.360000000000000,-89.7099991,flat,mud,13.284013880711637,8.997081272210071
SP05_8,SP05,Spring,2005,8,1,2,392,43.026330000000002,-70.56067,43.036830000000002,-70.55867,2005-05-03T14:10:00Z,0:17,31.500000000000000,28.399999999999999,,0.636,3.500000000000000,31.899999999999999,7.100000000000000,29.129999999999999,2,Lobster American,24,7.680000000000000,0,0,3.460000000000000,4.220000000000000,28.235294117599999,9.035294117650000,-59.6650009,flat,sand,7.301881888623158,3.731471221008748
SP05_9,SP05,Spring,2005,9,1,3,352,43.082999999999998,-70.4525,43.073830000000001,-70.46617,2005-05-04T07:39:00Z,0:20,44.000000000000000,44.700000000000003,R,0.815,3.300000000000000,31.420000000000002,7.100000000000000,28.420000000000002,3,Lobster American,13,3.860000000000000,0,0,2.920000000000000,0.94,13.000000000000000,3.860000000000000,-79.8000031,flat,mud,7.301881888623158,3.731471221008748
SP05_10,SP05,Spring,2005,10,1,2,338,43.094499999999996,-70.473,43.087829999999997,-70.48783,2005-05-04T09:51:00Z,0:20,38.700000000000003,36.799999999999997,RA,0.764,3.300000000000000,31.899999999999999,6.900000000000000,29.050000000000001,2,Lobster American,15,4.600000000000000,0,0,2.540000000000000,2.060000000000000,15.000000000000000,4.600000000000000,-69.8799973,flat,gravel,7.301881888623158,3.731471221008748
FL05_7,FL05,Fall,2005,7,1,3,367,43.051499999999997,-70.44067,43.061500000000002,-70.42867,2005-10-11T15:52:00Z,0:20,49.899999999999999,49.899999999999999,R,0.804,6.800000000000000,32.320000000000000,13.100000000000000,31.520000000000000,3,Lobster American,7,2.250000000000000,0,0,1.420000000000000,0.83,7.000000000000000,2.250000000000000,-91.4800034,flat,mud,13.979052864571315,8.838715694154367
SP06_3,SP06,Spring,2006,3,1,2,392,43.036130000000000,-70.5587,43.022080000000003,-70.56133,2006-05-01T13:26:00Z,0:20,33.100000000000001,32.100000000000001,R,0.851,4.600000000000000,32.250000000000000,7.000000000000000,31.379999999999999,2,Lobster American,24,7.220000000000000,0,0,3.720000000000000,3.500000000000000,24.000000000000000,7.220000000000000,-63.2374992,rocky zone,sand,4.968375673270022,5.469227542917632
FL06_9,FL06,Fall,2006,9,1,2,392,43.024819999999998,-70.56252,43.034730000000003,-70.56547,2006-10-03T16:06:00Z,0:17,31.100000000000001,31.399999999999999,,0.608,8.600000000000000,32.460000000000001,14.699999999999999,31.699999999999999,2,Lobster American,81,20.059999999999999,0,0,13.539999999999999,6.520000000000000,95.294117647099995,23.600000000000001,-58.9075012,flat,sand,13.870927179201686,12.728207809906628
FL06_10,FL06,Fall,2006,10,1,2,349,43.076070000000001,-70.53258,43.080399999999997,-70.52475,2006-10-04T08:08:00Z,0:11,33.399999999999999,27.800000000000001,R,0.432,9.000000000000000,32.500000000000000,15.100000000000000,31.570000000000000,2,Lobster American,36,9.279999999999999,0,0,3.380000000000000,5.900000000000000,65.454545454500007,16.872727272700001,-61.6375008,flat,gravel,13.870927179201686,12.728207809906628
FL06_11,FL06,Fall,2006,11,1,3,338,43.090429999999998,-70.48505,43.096150000000002,-70.46728,2006-10-04T09:17:00Z,0:20,36.700000000000003,68.900000000000006,R,0.852,8.800000000000001,32.579999999999998,15.199999999999999,31.530000000000001,3,Lobster American,81,19.000000000000000,0,0,11.180000000000000,7.820000000000000,81.000000000000000,19.000000000000000,-67.1600037,flat,gravel,13.870927179201686,12.728207809906628
SP07_6,SP07,Spring,2007,6,1,2,407,43.009619999999998,-70.55122,43.020980000000002,-70.5393,2007-05-08T06:57:00Z,0:20,36.399999999999999,38.399999999999999,R,0.859,3.900000000000000,32.609999999999999,8.199999999999999,28.250000000000000,2,Lobster American,25,6.620000000000000,0,0,3.900000000000000,2.720000000000000,25.000000000000000,6.620000000000000,-66.9899979,flat,sand,6.846810520544107,4.367951036360283
SP07_10,SP07,Spring,2007,10,1,2,349,43.073149999999998,-70.53625,43.078820000000000,-70.51932,2007-05-08T15:40:00Z,0:20,32.000000000000000,34.600000000000001,RA,0.818,3.900000000000000,32.490000000000002,8.900000000000000,28.570000000000000,2,Lobster American,22,6.160000000000000,0,0,3.160000000000000,3.000000000000000,22.000000000000000,6.160000000000000,-60.6300011,rocky zone,gravel,6.846810520544107,4.367951036360283
SP07_11,SP07,Spring,2007,11,1,2,327,43.114870000000003,-70.42372,43.108469999999997,-70.44063,2007-05-09T08:12:00Z,0:20,30.100000000000001,31.699999999999999,R,0.835,3.800000000000000,32.549999999999997,7.900000000000000,29.480000000000000,2,Lobster American,28,9.430000000000000,0,0,5.990000000000000,3.440000000000000,28.000000000000000,9.430000000000000,-73.0100021,slope,rock,6.846810520544107,4.367951036360283
FL07_7,FL07,Fall,2007,7,1,3,505,43.036850000000001,-70.41252,43.027600000000000,-70.42538,2007-10-02T12:25:00Z,0:20,52.399999999999999,53.399999999999999,R,0.794,5.700000000000000,32.750000000000000,15.300000000000001,31.960000000000001,3,Lobster American,3,1.640000000000000,0,0,0.26,1.380000000000000,3.000000000000000,1.640000000000000,-96.8700027,rise,mud,14.546909605794067,10.154690724681140
SP08_8,SP08,Spring,2008,8,1,3,521,43.003500000000003,-70.51002,43.015970000000003,-70.5042,2008-05-06T13:12:00Z,0:19,46.600000000000001,46.000000000000000,R,0.791,3.900000000000000,32.369999999999997,7.500000000000000,30.899999999999999,3,Lobster American,5,1.300000000000000,0,0,0.88,0.42,5.263157894740000,1.368421052630000,-84.0674973,flat,mud,8.211003315572761,3.821748601517395
FL08_7,FL08,Fall,2008,7,1,3,504,43.029429999999998,-70.4451,43.018450000000001,-70.45602,2008-10-01T12:24:00Z,0:20,52.399999999999999,52.000000000000000,R,0.817,7.800000000000000,32.740000000000002,15.000000000000000,30.920000000000002,3,Lobster American,4,1.540000000000000,0,0,0.82,0.72,4.000000000000000,1.540000000000000,-95.2200012,flat,mud,14.506040632521620,8.626689295992854
FL08_8,FL08,Fall,2008,8,1,3,450,43.082729999999998,-70.45283,43.076779999999999,-70.47008,2008-10-01T14:27:00Z,0:20,43.600000000000001,42.399999999999999,R,0.851,8.300000000000001,32.539999999999999,14.900000000000000,30.940000000000001,3,Lobster American,27,6.620000000000000,0,0,2.400000000000000,4.220000000000000,27.000000000000000,6.620000000000000,-79.8399963,flat,mud,14.506040632521620,8.626689295992854
FL08_9,FL08,Fall,2008,9,1,2,488,43.078350000000000,-70.52085,43.085169999999998,-70.50422,2008-10-01T16:53:00Z,0:20,34.100000000000001,34.299999999999997,R,0.84,9.199999999999999,32.450000000000003,14.800000000000001,30.960000000000001,2,Lobster American,121,32.859999999999999,0,0,18.340000000000000,14.520000000000000,121.000000000000000,32.859999999999999,-63.8250008,flat,gravel,14.506040632521620,8.626689295992854
FL09_8,FL09,Fall,2009,8,1,3,468,43.065300000000001,-70.41388,43.053429999999999,-70.42405,2009-10-06T11:37:00Z,0:20,52.000000000000000,52.100000000000001,R,0.84,7.300000000000000,32.810000000000002,14.400000000000000,31.609999999999999,3,Lobster American,5,1.780000000000000,0,0,1.780000000000000,0,5.000000000000000,1.780000000000000,-95.0400009,flat,sand,14.147488012483933,10.004069742547314
SP10_2,SP10,Spring,2010,2,1,3,504,43.029699999999998,-70.43572,43.018149999999999,-70.4459,2010-05-03T09:56:00Z,0:20,52.500000000000000,52.200000000000003,R,0.8263,4.500000000000000,32.229999999999997,7.300000000000000,30.160000000000000,3,Lobster American,19,6.860000000000000,0,0,3.740000000000000,3.120000000000000,19.000000000000000,6.860000000000000,-96.5,flat,mud,9.754395661691156,3.936576402535890
FL10_7,FL10,Fall,2010,7,1,3,504,43.019219999999997,-70.45457,43.029570000000000,-70.44235,2010-10-07T11:09:00Z,0:20,52.299999999999997,52.600000000000001,R,0.8213,7.900000000000000,32.759999999999998,13.900000000000000,32.149999999999999,3,Lobster American,10,4.000000000000000,0,0,1.480000000000000,2.520000000000000,10.000000000000000,4.000000000000000,-94.8300018,flat,mud,15.136927340965803,13.738017218057287
SP11_7,SP11,Spring,2011,7,1,2,449,43.081049999999998,-70.4829,43.071449999999999,-70.49621667,2011-05-03T07:40:00Z,0:20,39.299999999999997,39.000000000000000,R,0.8209,4.300000000000000,32.070000000000000,9.100000000000000,29.710000000000001,2,Lobster American,60,14.660000000000000,0,0,7.940000000000000,6.720000000000000,60.000000000000000,14.660000000000000,-72.8799973,flat,sand,8.824115117246187,4.519129662471361
SP11_8,SP11,Spring,2011,8,1,3,452,43.078783333300002,-70.4147,43.068350000000002,-70.42601667,2011-05-03T09:20:00Z,0:20,50.100000000000001,49.299999999999997,R,0.799,4.200000000000000,31.989999999999998,8.400000000000000,30.010000000000002,3,Lobster American,35,10.330000000000000,0,0,6.510000000000000,3.820000000000000,35.000000000000000,10.330000000000000,-91.1800003,flat,sand,8.824115117246187,4.519129662471361
FL11_5,FL11,Fall,2011,5,1,3,452,43.079169999999998,-70.41403,43.068980000000003,-70.42537,2011-10-05T08:40:00Z,0:20,49.500000000000000,48.500000000000000,R,0.79,0,0,0,0,3,Lobster American,69,16.920000000000002,0,0,8.779999999999999,8.140000000000001,69.000000000000000,16.920000000000002,-91.3700027,flat,sand,16.483522951509158,11.941448827326226
FL12_5,FL12,Fall,2012,5,1,3,483,43.048769999999998,-70.46863,43.038049999999998,-70.48092,2012-09-25T08:15:00Z,0:20,47.700000000000003,47.799999999999997,R,0.8545,8.300000000000001,32.820000000000000,14.400000000000000,32.189999999999998,3,Lobster American,103,26.920000000000002,0,0,17.379999999999999,9.539999999999999,103.000000000000000,26.920000000000002,-87.3499985,flat,mud,15.249180390250624,11.757740504939999
SP13_9,SP13,Spring,2013,9,1,3,466,43.061729999999997,-70.4621,43.053220000000003,-70.47548,2013-05-07T12:48:00Z,0:20,46.100000000000001,45.600000000000001,R,0.7712,5.000000000000000,32.350000000000001,10.199999999999999,30.320000000000000,3,Lobster American,49,16.059999999999999,0,0,9.380000000000001,6.680000000000000,49.000000000000000,16.059999999999999,-84.5500031,flat,mud,9.872752582530538,5.866917355581903
SP13_10,SP13,Spring,2013,10,1,2,499,43.028480000000002,-70.56163,43.034779999999998,-70.5567,2013-05-07T14:15:00Z,0:12,31.300000000000001,34.000000000000000,R,0.436,5.300000000000000,32.340000000000003,10.600000000000000,30.309999999999999,2,Lobster American,32,7.920000000000000,0,0,2.360000000000000,5.560000000000000,53.333333333299997,13.199999999999999,-58.9850006,flat,sand,9.872752582530538,5.866917355581903
FL13_13,FL13,Fall,2013,13,1,3,466,43.063170000000000,-70.46053,43.057070000000003,-70.47662,2013-09-25T14:48:00Z,0:20,46.299999999999997,45.700000000000003,R,0.8417,7.800000000000000,32.729999999999997,14.500000000000000,31.920000000000002,3,Lobster American,51,17.039999999999999,0,0,10.840000000000000,6.200000000000000,51.000000000000000,17.039999999999999,-84.4100037,flat,mud,15.066673916834285,9.025082698198480
SP14_7,SP14,Spring,2014,7,1,3,505,43.036430000000003,-70.41353,43.029020000000003,-70.42738,2014-05-06T09:19:00Z,0:20,52.299999999999997,51.200000000000003,R,0.7874,4.000000000000000,32.530000000000001,6.700000000000000,30.050000000000001,3,Lobster American,134,46.890000000000001,0,0,22.399999999999999,24.489999999999998,134.000000000000000,46.890000000000001,-95.7200012,rise,mud,8.172153223652829,-0.0453498
SP14_10,SP14,Spring,2014,10,1,2,433,43.087580000000003,-70.48902,43.094769999999997,-70.4814,2014-05-06T14:22:00Z,0:15,36.200000000000003,37.299999999999997,R,0.5876,4.000000000000000,32.430000000000000,7.800000000000000,29.520000000000000,2,Lobster American,37,9.900000000000000,0,0,4.880000000000000,5.020000000000000,49.333333333299997,13.199999999999999,-66.3899994,flat,gravel,8.172153223652829,-0.0453498
FL14_7,FL14,Fall,2014,7,1,3,505,43.037730000000003,-70.41093,43.030050000000003,-70.42562,2014-09-30T10:14:00Z,0:20,52.200000000000003,50.200000000000003,R,0.8005,6.700000000000000,32.030000000000001,15.500000000000000,32.030000000000001,3,Lobster American,13,3.810000000000000,0,0,2.720000000000000,1.090000000000000,13.000000000000000,3.810000000000000,-97.9000015,flat,mud,18.536153492904717,2.224242400516374
FL14_9,FL14,Fall,2014,9,1,2,433,43.095280000000002,-70.47635,43.087750000000000,-70.48808,2014-09-30T14:53:00Z,0:17,37.799999999999997,36.399999999999999,R,0.7006,9.000000000000000,31.940000000000001,15.500000000000000,31.940000000000001,2,Lobster American,89,20.660000000000000,0,0,13.420000000000000,7.240000000000000,104.705882353000007,24.305882352899999,-69.2699966,flat,gravel,18.536153492904717,2.224242400516374
SP15_9,SP15,Spring,2015,9,1,3,452,43.080449999999999,-70.41273,43.069569999999999,-70.42307,2015-05-05T12:46:00Z,0:20,50.500000000000000,50.200000000000003,R,0.8245,3.600000000000000,32.640000000000001,8.199999999999999,29.850000000000001,3,Lobster American,49,13.430000000000000,0,0,5.930000000000000,7.500000000000000,49.000000000000000,13.430000000000000,-91.2699966,flat,sand,8.231476179526521,2.230495883801885
SP15_10,SP15,Spring,2015,10,1,3,435,43.089179999999999,-70.44603,43.082900000000002,-70.45517,2015-05-05T13:47:00Z,0:14,43.799999999999997,44.100000000000001,R,0.5919,3.800000000000000,32.649999999999999,8.800000000000001,29.859999999999999,3,Lobster American,1,1.500000000000000,0,0,0,1.500000000000000,112.857142856999999,32.057142857099997,-78.8799973,flat,sand,8.231476179526521,2.230495883801885
SP15_10,SP15,Spring,2015,10,1,3,435,43.089179999999999,-70.44603,43.082900000000002,-70.45517,2015-05-05T13:47:00Z,0:14,43.799999999999997,44.100000000000001,R,0.5919,3.800000000000000,32.649999999999999,8.800000000000001,29.859999999999999,3,Lobster American,78,20.940000000000001,0,0,13.270000000000000,7.670000000000000,0,0,-78.8799973,flat,sand,8.231476179526521,2.230495883801885
FL15_6,FL15,Fall,2015,6,1,2,498,43.024999999999999,-70.57028,43.035249999999998,-70.56205,2015-09-29T07:59:00Z,0:18,28.300000000000001,32.299999999999997,R,0.7291,8.800000000000001,32.460000000000001,16.100000000000001,16.100000000000001,2,Lobster American,154,32.259999999999998,0,0,18.329999999999998,13.930000000000000,171.111111111000014,35.844444444399997,-54.1749992,flat,sand,16.053858106146073,7.120663269372419
FL15_7,FL15,Fall,2015,7,1,3,435,43.082149999999999,-70.45065,43.091220000000000,-70.44488,2015-09-29T09:55:00Z,0:16,43.200000000000003,42.500000000000000,R,0.6381,8.000000000000000,32.659999999999997,15.900000000000000,15.900000000000000,3,Lobster American,82,27.370000000000001,0,0,14.990000000000000,12.380000000000001,102.500000000000000,34.212499999999999,-79.8700027,flat,sand,16.053858106146073,7.120663269372419
FL15_8,FL15,Fall,2015,8,1,3,452,43.067819999999998,-70.42472,43.077080000000002,-70.41213,2015-09-29T10:57:00Z,0:20,49.799999999999997,50.700000000000003,R,0.8222,6.900000000000000,32.700000000000003,16.000000000000000,16.000000000000000,3,Lobster American,119,43.159999999999997,0,0,26.079999999999998,17.079999999999998,119.000000000000000,43.159999999999997,-90.3600006,flat,sand,16.053858106146073,7.120663269372419
SP16_7,SP16,Spring,2016,7,1,3,449,43.078600000000002,-70.48743,43.068800000000003,-70.49902,2016-05-03T07:53:00Z,0:20,40.100000000000001,38.700000000000003,,0.81,5.200000000000000,32.460000000000001,7.600000000000000,30.050000000000001,3,Lobster American,81,21.690000000000001,0,0,10.990000000000000,10.699999999999999,81.000000000000000,21.690000000000001,-72.5299988,flat,sand,7.732041472032700,4.017626904030510
FL16_7,FL16,Fall,2016,7,1,2,449,43.075029999999998,-70.49347,43.069029999999998,-70.50333,2016-09-27T10:07:00Z,0:15,40.299999999999997,38.000000000000000,R,0.5872,9.300000000000001,32.729999999999997,15.600000000000000,32.289999999999999,2,Lobster American,171,39.859999999999999,0,0,22.230000000000000,17.629999999999999,228.000000000000000,53.146666666700000,-73.7300034,flat,sand,16.523207314240150,8.589261704615602
SP17_7,SP17,Spring,2017,7,1,2,434,43.086680000000001,-70.4709,43.088949999999997,-70.48323,2017-05-02T08:50:00Z,0:19,37.299999999999997,36.100000000000001,R,0.75,4.300000000000000,32.270000000000003,6.900000000000000,29.510000000000002,2,Lobster American,57,16.270000000000000,0,0,7.910000000000000,8.359999999999999,60.000000000000000,17.126315789500001,-74.6800003,flat,sand,4.369229644424075,4.475678087469807
FL17_7,FL17,Fall,2017,7,1,2,434,43.094000000000001,-70.47815,43.099449999999997,-70.4631,2017-10-03T08:23:00Z,0:18,37.600000000000001,35.600000000000001,R,0.75,8.100000000000000,32.289999999999999,15.800000000000001,31.570000000000000,2,Lobster American,159,39.189999999999998,0,0,17.410000000000000,21.780000000000001,176.666666666999987,43.544444444400000,-69.2799988,flat,gravel,16.214693603676082,8.981552127576133
SP18_9,SP18,Spring,2018,9,1,3,451,43.073070000000001,-70.44907,43.082070000000002,-70.43415,2018-05-01T14:28:00Z,0:20,46.200000000000003,44.899999999999999,R,0.85,4.600000000000000,32.229999999999997,7.700000000000000,30.930000000000000,3,Lobster American,93,27.980000000000000,0,0,15.500000000000000,12.480000000000000,93.000000000000000,27.980000000000000,-83.0999985,flat,sand,7.361659874233853,5.481419451544733
FL18_9,FL18,Fall,2018,9,1,3,451,43.079799999999999,-70.43922,43.069170000000000,-70.44845,2018-10-02T15:13:00Z,0:20,45.100000000000001,46.200000000000003,R,0.8,10.100000000000000,32.670000000000002,15.400000000000000,31.730000000000000,3,Lobster American,143,46.789999999999999,0,0,24.399999999999999,22.390000000000001,143.000000000000000,46.789999999999999,-82.3300018,flat,sand,16.179319235306512,13.677040874012667
SP19_8,SP19,Spring,2019,8,1,2,499,43.026457139999998,-70.56233738,43.034432639999999,-70.55549238,2019-04-30T14:46:00Z,0:16,31.600000000000001,33.299999999999997,,0.6606,4.300000000000000,32.340000000000003,7.000000000000000,28.210000000000001,2,Lobster American,129,28.379999999999999,0,0,15.199999999999999,13.180000000000000,161.250000000000000,35.475000000000001,-59.3375015,flat,sand,6.964476349576485,4.452898803218463
SP19_9,SP19,Spring,2019,9,1,2,420,43.108276789999998,-70.44108409,43.114187710000003,-70.42686822,2019-05-01T09:28:00Z,0:18,32.399999999999999,36.399999999999999,RA,0.7192,4.200000000000000,32.299999999999997,6.900000000000000,22.680000000000000,2,Lobster American,294,87.510000000000005,0,0,40.432000000000002,47.079999999999998,327.777777777999972,97.788888888900004,-59.8800011,rise,sand,6.964476349576485,4.452898803218463
SP19_9,SP19,Spring,2019,9,1,2,420,43.108276789999998,-70.44108409,43.114187710000003,-70.42686822,2019-05-01T09:28:00Z,0:18,32.399999999999999,36.399999999999999,RA,0.7192,4.200000000000000,32.299999999999997,6.900000000000000,22.680000000000000,2,Lobster American,1,0.5,0,0,0,0,0,0,-59.8800011,rise,sand,6.964476349576485,4.452898803218463
